,Unnamed: 0,tweets,cluster,timestamp
634,634,RT @Abbasshabbir72: الیکشن کمیشن کا یہ موقف کہ انتخابات نہیں ہو سکتے ان کے استعفوں کے لیے کافی ہے،فواد چوہدری,5,2022-05-16 09:29:53
635,635,RT @WaseemABhatti4: @ImranRiazFan_ اس ملک کے تمام مسائل کا حل عمران خان کے ساتھ کھڑے ہو کر ہی ہو سکتا ہے۔ پوری قوم اس کے ساتھ ہے اب ادارے ہ…,9,2022-05-16 09:29:53
636,636,"ڈالر 195 کا ہو گیا،اور وزیرخزانہ جناب  ڈی جی آئس پیار کی طرف سے اب تک کوئی وضاحت سامنے نہیں آئی،
#DGISI #ISPR @OfficialDGISPR #BajwaHasToGo #ImportedGovernmentNaManzoor",5,2022-05-16 09:29:53
637,637,"RT @DR_MF11: مجاہدان اسلام نے لبیک کہ دیا ہے!!
اے عالم کفر اپنی خیر مناؤ!!
صلاح الدین ایوبی کے گھوڑے تیار ہو رہے ہیں 
#TLP_NarwoalJalsa",5,2022-05-16 09:29:53
638,638,RT @ShkhRasheed: نگران حکومت آنی ہے، آئی ایم ایف کے ساتھ پٹرول گیس بجلی بڑھانی ہے یا الیکشن کرانے ہیں یا گرفتاریاں کرنی ہیں۔ 200 کا ڈالر او…,0,2022-05-16 09:29:53
639,639,RT @ImranRiazKhan: خدارا عمران خان کی بات کو سنجیدہ لیا جائے انہوں نے آجتک اپنے مخالفین کے بارے میں جو کہا سچ ثابت ہوا۔ خدانخواستہ پاکستان…,7,2022-05-16 09:29:54
640,640,"RT @SIHN92: ہمارے عدالتی نظام کے منہ پر ایک زناٹے دار زبردست تمانچہ

محسوس نہ ہو تو شرم سے سب ڈوب مرو۔

""اب الیکشن تب ہونگے جب لندن سے نواز…",5,2022-05-16 09:29:54
641,641,RT @MianJalilAhmedd: @SHABAZGIL کہتے ہے چالیس لوگ آمین کہہ دے تو دعا قبول ہو جاتی اللہ عمران خان کو لمبی صحت والی زندگی عطا کرے۔ آمین کہہ د…,10,2022-05-16 09:29:54
642,642,RT @KhanVsAll: عمران خان حکومت کے خاتمے کے بعد چینی سرمایہ کاروں نے اپنی رقم نکالنا شروع کر دی، گوادر میں کام کرنے والی سب سے بڑی کمپنی ایچ…,10,2022-05-16 09:29:54
643,643,RT @ImranRiazKhan: خدارا عمران خان کی بات کو سنجیدہ لیا جائے انہوں نے آجتک اپنے مخالفین کے بارے میں جو کہا سچ ثابت ہوا۔ خدانخواستہ پاکستان…,7,2022-05-16 09:29:55
644,644,@Asad_Umar خندقیں تم لوگوں نے کھودی اور الزام ایک ماہ کی حکومت پر لگا رہے ہو لعنت ہو تم پر اور عمران زانی پر.,5,2022-05-16 09:29:55
645,645,"RT @RaheeqAbbasi: عمران خان نے نہیں ۔۔ اسٹیبلشمنٹ نے عمران خان کا نمبر بلاک کر دیا ہے۔ مریم نواز ۔
محترمہ!  آپ کو یہ خبر  کیسے ملی ۔۔۔ کسی…",3,2022-05-16 09:29:55
646,646,RT @ImranChughtaiII: @ShireenMazari1 @_AhmedQuraishi @OfficialDGISPR یاد رکھنا پاکستانیو اس بندے  کے ہینڈلر جی ایچ کیو میں بیٹھے ہیں 23 مار…,5,2022-05-16 09:29:55
647,647,"RT @ansaarmy: چین کے 2000 سے زیادہ سرمایا کار واپس چین روانہ 
یہ امریکی ایجنڈا پر کام ہو رہا ہے ۔۔۔ 
#امپورٹڈ_حکومت_نامنظور",4,2022-05-16 09:29:55
648,648,"سنو جس رسولﷺ کے کہنے پر علی کو
مولا مانتے ہو
وہی رسولﷺ کہہ گۓ کہ اگر میرے بعد
کوئی نبی ہوتا تو وہ عمر ہوتا
Wah Sahabah Wah
د
#واہ_صحابہؓ_واہ",5,2022-05-16 09:29:55
649,649,RT @fazeelmalik786: یہ ہمارے بہاولپور کا حال دیکھیں کہ ہیٹ اسٹروک کے نام جو کیمپ حمزہ شہباز نے لگائے ہیں ان میں کون سا گندہ پانی استعمال ہو…,5,2022-05-16 09:29:56
650,650,"RT @arschadd: ایک دوست نے ٹویٹ کی کہ ”مریم نواز کے جلسے میں ہونے والی آتش بازی کے باعث ملحقہ کھیتوں میں میں آگ لگ گئی,کسانوں کی گندم کی تیا…",3,2022-05-16 09:29:56
651,651,"اندھیرے میں ""نامرد لیگ"" کے جلسوں کی سب زیادہ تکلیف ""صفدر مریم"" کو ہو رہی ہے۔#امپورٹڈ_حکومت_نامنظور",5,2022-05-16 09:29:56
652,652,RT @SSEHBAI1: لوٹوں کی لٹیا ڈوب رہی : 2 دن پہلے تک توسیٹھی باجوہ کی تعریفیں کر رہے تھے آج کیا ہوگیا - برے پھنسے- شاید خبرمل گئی انتخاب ہو ر…,4,2022-05-16 09:29:56
653,653,"وہ مرد نہیں جو ڈر جاۓ حالات کے خونی منظر سے 
جس دور میں جینا مشکل ہو اس دور مہں جینا لازم ہے 
خان صاحب تیری عظمت کو سلام تیری جرات کو سلام  تیری دلیری کو سلام اور انشاللہ دل سے دعا ہے اللہ پاک آپ کو کامیاب کریں اور وزیراعظم پاکستان بناے.!!✌🇵🇰
@ImranKhanPTI
#امپورٹڈ_حکومت_نامنظور",5,2022-05-16 09:29:56
654,654,"RT @Mirchi786: @EllahiHussain گجرات زندہ دل اور غیرت مندوں کا شہر ہے 💪💪😍
چورنی گجرات میں زلیل ہو کر گئی 😎 https://t.co/xCEZ21Yjx3",5,2022-05-16 09:29:57
655,655,"RT @M1Pak: ن لیگ کا جلسہ پرویز رشیدنے گنتی اتنی بار کی جتنے لوگ یہاں موجود ہیں مگر گنتی کرتے کرتے تھک گئے اور گنتی پوری نہ ہو سکی
#امپورٹڈ_…",5,2022-05-16 09:29:57
656,656,"RT @raoo512: کل احسن اقبال نے شہزاد اقبال کے انٹرویو میں کہا ہے کہ 

ہمیں احساس ہے کہ پٹرول کی قیمت بڑھانا ہی ملک کے لیے درست فیصلہ ہے مگر…",1,2022-05-16 09:29:57
657,657,RT @IKTodayPk: کہتے ہے چالیس لوگ آمین کہہ دے تو دعا قبول ہو جاتی اللہ عمران خان کو لمبی صحت والی زندگی عطا کرے۔ آمین کہہ دے 🙏🏻🙏🏻🤲🏻🤲🏻,10,2022-05-16 09:29:57
658,658,RT @AnsarAAbbasi: اب یہ بات مت کریں عمران خان نے کیا ٹھیک کیا یا غلط۔ حکومت لی ہے تو فیصلہ کریں۔ اگر پاکستان ڈیفالٹ کرتا ہے تواس سے اتحادی…,9,2022-05-16 09:29:57
659,659,"RT @ZafarDar: کس نے کیا کھویا کیا پایا؟
پیپلز پارٹی نے اپنے بلاول کو وزیر خارجہ بنانے کا ہدف پورا کیا جسے وہ خود اپنی حکومت میں بھی شاید اس…",5,2022-05-16 09:29:57
660,660,RT @InsafPK: مریم نواز اپنے برینڈڈ جوڑے،شوز اور میک اپ سمیت VVIP پروٹوکول میں جلسے سے خطاب کے بجائے ڈھوک ہسو میں ان متوسط گھرانوں کی عورتوں…,3,2022-05-16 09:29:58
661,661,"سب سے پہلے تیرا نام ECL میں ڈالنا ہے چمچڑیکے جئی نہ ہوے تے

#امپورٹڈ_حکومت_نامنظور",4,2022-05-16 09:29:58
662,662,"RT @RealAsghar: پاکستان اور پاکستانی عوام کے وسیع تر مفاد میں غلطی کو سدھار لیں۔
کیونکہ اب پاکستان مزید کسی تجربے کا متحمل نہیں سکتا۔
یہ تج…",5,2022-05-16 09:29:58
663,663,"RT @farrukhnadeemoo: کیا 19 کو چکوال جلسہ منسوخ ہو گیا ہے؟؟؟؟
پلیز کنفرم کریں
#امپورٹڈ_حکومت_نامنظور",4,2022-05-16 09:29:58
664,664,"RT @MirMAKOfficial: وہ کیا دن ہو گا انشااللہ بہت جلد عمران دوبارہ وزیرِ اعظم ہوگا ۔۔۔۔۔۔۔

آمین۔",5,2022-05-16 09:29:58
665,665,RT @HafizFa46276762: @K4mi_i @MaryamNSharif جب اس آتش بازی سے غریب کسان کی فصل جلی ہو گی تھوڑی شرم تو آئ ہو گی تم لوگوں کو یا وہ بھی ختم ہو…,5,2022-05-16 09:29:58
666,666,RT @malikyousaftlp: اگر سعد حسین رضوی اسی طرح لگاتار 1ماہ جلسے کرتا  رہا تو  نا پاکستان میں آپ کو نون لیگ نظر آئے گی نا 𝐏𝐓𝐈 اور نا ہی پیپلز…,10,2022-05-16 09:29:59
667,667,"RT @arynewsud: ’31 مئی تک اہم فیصلے ہو جائیں گے، نگران حکومت آنی ہے ‘

مزید تفصیلات: https://t.co/FnWyNzhDD3

#arynewsurdu https://t.co/jXi…",5,2022-05-16 09:29:59
668,668,RT @ImranRaizKhan: 72 گھنٹوں کی افواہیں چل رہی ہیں، لیکن پاکستانیوں الرٹ رہنا ایسا نا ہو کہ 72 گھنٹے کی ٹرک کی بتی کے پیچھے لگا کے ساری قوم…,5,2022-05-16 09:29:59
669,669,RT @Shahmi66: یہ سٹاک ایکسچینج ہیں یا نواز شریف کے پلیٹلیٹس جو مسلسل نیچے آرہا ہیں میرے خیال عدالت اسے بھی 50 روپے سٹام کی ضمانت پر لندن بھ…,5,2022-05-16 09:29:59
670,670,"RT @realmushtaqraaz: Our Hero Shahid Khan Afridi!!!

 ابے پلاسٹک کے تجزیہ کاروں شاہد آفریدی کے 2 چھکے تمہاری پوری زندگی پر بھاری ہیں،

اس ک…",5,2022-05-16 09:29:59
671,671,"RT @MeFixerr: بتا نا، اسرائیل کس نے بھجوایا تمہیں؟ کیا ایجنڈا لے کر گئے؟ کیا ایجنڈا لے کر آئے ہو واپس؟ 

@_AhmedQuraishi",5,2022-05-16 09:29:59
672,672,"RT @balochi5252: خان کی حکومت کو گرانے کے بعد،
اورسیز پاکستانیوں نے اپنے پیسے نکلوائے۔
چین ،سعودی عرب، اور یو اے ای نے بھی امداد نہیں دی۔
ا…",10,2022-05-16 09:29:59
673,673,"RT @realrazidada: علی محمد خان کے بقول مہاتما کو گولی ماری جائے گی
جب کہ مہاتما کے اپنے بقول اسے زہر دے کر مارا جائے گا
ان کی تو موت کے طری…",4,2022-05-16 09:29:59
674,674,"@ARYSabirShakir مزہ تو اس وقت آئے گا جب شہباز شریف اسمبلی توڑنے کی صدر کو درخواست کریں گے صدر پاکستان جواب دیں گے 
نا کاکا نا دو مہینے ہور ذلیل ہو لو 😂😂",5,2022-05-16 09:29:59
675,675,"RT @samipmln19: ویلڈن شہباز شریف
جب بات عوام کے ھمدرد لیڈر کی ہو توعوام کے درد کو سمجھنے والا لیڈر قیمت بڑھانے سے اس لئے ڈرتا ہے کہ میری عو…",0,2022-05-16 09:29:59
676,676,RT @ShkhRasheed: نگران حکومت آنی ہے، آئی ایم ایف کے ساتھ پٹرول گیس بجلی بڑھانی ہے یا الیکشن کرانے ہیں یا گرفتاریاں کرنی ہیں۔ 200 کا ڈالر او…,0,2022-05-16 09:29:59
677,677,RT @SHABAZGIL: یہ بی بی جہاں بھی گئی اس نے آگ ہی لگائی۔ بربادی ہی کی۔  ان بیچارے کسانوں کا کیا قصور ہے۔,10,2022-05-16 09:29:59
678,678,RT @HareemK54: ڈر گئی امپورٹڈ حکومت ورڑ گئی 14 پارٹیز اگلا الیکشن جلدی ہو گا      #امپورٹڈ_حکومت_نامنظور https://t.co/ybgoqCmcUP,4,2022-05-16 09:30:00
679,679,"RT @MaleehaHashmey: شاہد آفریدی کو کوئی بتاۓ کہ شہباز شریف سے صرف پیٹرول کی قیمت کا فیصلہ فوج کی مدد مانگے بغیر نہیں ہو رہا 🤣🤣

ن لیگ کہتی…",0,2022-05-16 09:30:00
680,680,"RT @iEjazShah: کپتان کے خلاف ہر طرح کا پروپیگنڈہ بری طرح ناکام ہو جانے کے بعد اب باری ہے اسرائیل کارڈ کی!

دنیا کے ہر فورم پر عمران خان نے…",10,2022-05-16 09:30:00
681,681,"RT @zinya_khan: پیاس سے تڑپتے ہوۓ بچے کو پانی پلاتے ہوۓ جوان کی آنکھیں نم ہو گئیں یہ ہوتی ہے انسانیت
1Respect
Humanity
Our proud
#PakArmyZi…",5,2022-05-16 09:30:00
682,682,RT @ImranRiazKhan: حکومت میں اس لیے آ کر بیٹھے کہ جیل جانے کو دل نہیں کر رہا تھا۔,5,2022-05-16 09:30:00
683,683,"RT @asalmanbaloch: محترم انصار صاحب 
یہ ہمارے محلہ کے بچے ہیں ، ہماری مینگو پارٹی ، کینو پارٹی اور اب گرمی میں تربوز پارٹی ہو رہی ہے ، کرون…",5,2022-05-16 09:30:00
684,684,"تیری انگلی پکڑ کے چلا
ممتا کے آنچل میں پلا
ماں ہو میری ماں میں تیرا لاڈلا
اللہ تعالیٰ میری ماں کو جنت الفردوس میں اعلیٰ مقام عطا فرمائے ۔امین",5,2022-05-16 09:30:00
685,685,RT @ImranRiazKhan: خدارا عمران خان کی بات کو سنجیدہ لیا جائے انہوں نے آجتک اپنے مخالفین کے بارے میں جو کہا سچ ثابت ہوا۔ خدانخواستہ پاکستان…,7,2022-05-16 09:30:00
686,686,RT @ShkhRasheed: نگران حکومت آنی ہے، آئی ایم ایف کے ساتھ پٹرول گیس بجلی بڑھانی ہے یا الیکشن کرانے ہیں یا گرفتاریاں کرنی ہیں۔ 200 کا ڈالر او…,0,2022-05-16 09:30:00
687,687,"RT @raoo512: کل احسن اقبال نے شہزاد اقبال کے انٹرویو میں کہا ہے کہ 

ہمیں احساس ہے کہ پٹرول کی قیمت بڑھانا ہی ملک کے لیے درست فیصلہ ہے مگر…",1,2022-05-16 09:30:01
688,688,"RT @SHABAZGIL: آن کل ٹیکنوکریٹک سیٹ اپ کی بات ہو رہی ہے۔

ہم نے یہ لوٹا کریٹک سسٹم نہیں مانا تو آپکو کیسے لگتا ہے ٹیکنو والا سودا بک سکے گا…",9,2022-05-16 09:30:01
689,689,"RT @FaizanFayzi: ""اہل حکومت کے کارنامے""
ڈالر 194 روپے کا ہو کر ملکی تاریخ میں بلند ترین سطح پر پہنچ گیا۔ اسٹاک مارکیٹ ایک ہی روز میں 100 پو…",5,2022-05-16 09:30:02
690,690,RT @JeeboGujjar: ابھی ایک مہینہ ہی گزرا ہے کہ بلاول اور شہباز شریف کی لڑائی شروع لگتا ہے #امپورٹڈ_حکومت_نامنظور اپنے وزن سے جلد خود ہی گرنے…,4,2022-05-16 09:30:02
691,691,RT @waqas_amjaad: وزیرخزانہ مفتاح اسماعیل کے خلاف ن لیگ کے اندر سے ہی کافی آوازیں اب بلند ہونا شروع ہو چکی ہیں۔۔,5,2022-05-16 09:30:02
692,692,RT @_binte_naeem_: میں اس بچے کی محبت کو محسوس کر سکتی ہوں کہاں سے گھس گھس کر مشکل سے آیا ہو گا،بس اپنا کام کر کے چلا گیا توجہ کی ڈیمانڈ بھ…,5,2022-05-16 09:30:02
693,693,RT @AnsarAAbbasi: اب یہ بات مت کریں عمران خان نے کیا ٹھیک کیا یا غلط۔ حکومت لی ہے تو فیصلہ کریں۔ اگر پاکستان ڈیفالٹ کرتا ہے تواس سے اتحادی…,9,2022-05-16 09:30:02
694,694,RT @hinaparvezbutt: ساڑھے تین سال میں مہنگائی کے بم گرانے والا نیازی آج سارا ملبہ ایک مہینے کی حکومت پر گرا رہا ہے۔۔۔جاہل پی ٹی آئی ہو سکتی…,4,2022-05-16 09:30:03
695,695,"@Qasim_Ramay غلط کا چناؤ کرنا ہی کیوں
اچھے کی تلاش کیوں نا کی جائے پھر بھلے وہ کم اچھا ہو یا زیادہ",5,2022-05-16 09:30:03
696,696,RT @ImranARaja1: @CMShehbaz پاکستان کا وزیراعظم اوور سیز سے حکومت چلاتے ہوئے۔ اسحق ڈار والا کام ہو رہا ہے یہ واپس نہیں آئے گا۔,5,2022-05-16 09:30:03
697,697,"RT @balochi5252: خان کی حکومت کو گرانے کے بعد،
اورسیز پاکستانیوں نے اپنے پیسے نکلوائے۔
چین ،سعودی عرب، اور یو اے ای نے بھی امداد نہیں دی۔
ا…",10,2022-05-16 09:30:03
698,698,دنیا کی گرمی آخرت کے مقابلے نہایت چھوٹا سا حصہ ہے دنیا کی گرمی کی وجہ سے انسان کی حالت خراب ہو جاتی ہے اور پسینہ ذیادہ آنے لگتا ہے۔ لہذا دنیا کی گرمی سے سبق حاصل کر کے ہم سب کو آخرت کی تیاری کا آغاز کرلینا چاہیے۔ ✍🏼,5,2022-05-16 09:30:04
